"","rownum","Player","Age","Team","Pos","MIN","eFG..Rank","eFG.","Rim.Rank","Rim","Short.Mid.Rank","Short.Mid","Long.Mid.Rank","Long.Mid","All.Mid.Rank","All.Mid","Corner.Three.Rank","Corner.Three","Non.Corner.Rank","Non.Corner","All.Three.Rank","All.Three","Season","Second.year"
"1852","4","Jakob Poeltl",27,"TOR","Big",706,87,"65.20%",73,"74%",90,"55%",0,"0%",93,"55%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1853","4","Aleksej Pokusevski",20.8,"OKC","Big",697,18,"51.40%",13,"61%",13,"29%",28,"25%",10,"28%",62,"39%",55,"36%",67,"37%","2021-2022",2022
"1854","4","Jordan Poole",23.4,"GSW","Combo",2444,46,"51.80%",79,"68%",51,"43%",39,"41%",52,"42%",30,"34%",42,"34%",29,"34%","2021-2022",2022
"1855","4","Kevin Porter",22.5,"HOU","Point",2023,59,"52.40%",76,"66%",22,"39%",65,"44%",28,"40%",86,"48%",51,"36%",56,"37%","2021-2022",2022
"1856","4","Michael Porter",24.3,"DEN","Wing",1795,88,"60.40%",95,"76%",27,"36%",81,"47%",62,"42%",99,"55%",72,"38%",87,"42%","2021-2022",2022
"1857","4","Otto Porter",29.4,"TOR","Wing",139,83,"58.90%",100,"100%",98,"67%",53,"40%",87,"50%",0,"25%",0,"36%",0,"33%","2021-2022",2022
"1858","4","Bobby Portis",27.7,"MIL","Big",1795,35,"55.70%",28,"65%",81,"51%",64,"48%",82,"50%",14,"26%",98,"43%",68,"37%","2021-2022",2022
"1859","4","Kristaps Porzingis",27.2,"WAS","Big",2119,44,"56.70%",65,"72%",71,"50%",59,"45%",69,"48%",97,"50%",77,"38%",81,"39%","2021-2022",2022
"1860","4","Dwight Powell",31.3,"DAL","Big",1449,97,"73.50%",88,"78%",62,"47%",28,"25%",43,"43%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1861","4","Norman Powell",29.4,"LAC","Wing",1535,68,"55.70%",40,"62%",53,"42%",53,"40%",52,"41%",90,"48%",58,"36%",80,"40%","2021-2022",2022
"1862","4","Taurean Prince",28.6,"MIN","Forward",1182,77,"57.40%",39,"64%",83,"48%",57,"38%",72,"45%",78,"43%",57,"36%",74,"39%","2021-2022",2022
"1863","4","Payton Pritchard",24.8,"BOS","Point",549,61,"53.20%",13,"53%",26,"40%",46,"42%",30,"41%",3,"21%",95,"42%",63,"37%","2021-2022",2022
"1864","4","Immanuel Quickley",23.4,"NYK","Combo",2302,65,"54.20%",78,"67%",78,"50%",22,"34%",71,"46%",34,"36%",66,"38%",57,"37%","2021-2022",2022
"1865","4","Julius Randle",27.9,"NYK","Forward",2733,51,"53.90%",62,"68%",78,"47%",65,"41%",71,"45%",28,"33%",47,"35%",41,"35%","2021-2022",2022
"1866","4","Austin Reaves",24.4,"LAL","Wing",1837,94,"62.30%",97,"80%",89,"52%",83,"48%",93,"51%",43,"38%",92,"42%",81,"41%","2021-2022",2022
"1867","4","Cameron Reddish",23.2,"POR","Wing",550,42,"52.90%",27,"60%",92,"54%",35,"33%",95,"53%",17,"34%",26,"31%",25,"33%","2021-2022",2022
"1868","4","Cameron Reddish",23.2,"NYK","Wing",437,30,"51.10%",54,"64%",33,"37%",17,"17%",15,"32%",43,"38%",6,"26%",15,"31%","2021-2022",2022
"1869","4","Davon Reed",27.4,"DEN","Wing",235,0,"37.30%",1,"43%",2,"11%",35,"33%",4,"22%",0,"33%",9,"28%",12,"29%","2021-2022",2022
"1870","4","Paul Reed",23.4,"PHI","Big",698,70,"61.00%",50,"70%",27,"36%",24,"20%",21,"34%",0,"0%",0,"25%",0,"20%","2021-2022",2022
"1871","4","Naz Reid",23.2,"MIN","Big",1229,65,"60.30%",83,"77%",40,"42%",65,"50%",42,"42%",10,"25%",67,"37%",51,"35%","2021-2022",2022
"1872","4","Jared Rhoden",23.2,"DET","Big",178,4,"44.90%",35,"67%",13,"29%",65,"50%",25,"36%",0,"33%",0,"20%",12,"26%","2021-2022",2022
"1873","4","Nick Richards",24.9,"CHA","Big",1183,75,"62.10%",53,"70%",4,"23%",65,"50%",4,"25%",0,"0%",0,"100%",0,"100%","2021-2022",2022
"1874","4","Josh Richardson",29.1,"SAS","Combo",980,58,"53.60%",67,"65%",87,"51%",69,"47%",82,"49%",66,"42%",55,"36%",49,"37%","2021-2022",2022
"1875","4","Josh Richardson",29.1,"NOP","Combo",509,60,"53.60%",55,"63%",18,"33%",70,"47%",27,"39%",59,"40%",73,"39%",79,"40%","2021-2022",2022
"1876","4","Austin Rivers",30.3,"MIN","Wing",1011,57,"54.60%",47,"63%",50,"41%",0,"0%",53,"41%",62,"42%",2,"22%",45,"36%","2021-2022",2022
"1877","4","Duncan Robinson",28.5,"MIA","Wing",658,28,"50.90%",96,"79%",73,"45%",35,"33%",67,"43%",7,"29%",44,"35%",28,"33%","2021-2022",2022
"1878","4","Mitchell Robinson",24.6,"NYK","Big",1588,93,"67.10%",39,"68%",95,"60%",11,"0%",92,"55%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1879","4","Orlando Robinson",22.3,"MIA","Big",407,24,"53.50%",50,"70%",31,"38%",11,"0%",25,"37%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1880","4","Jeremiah Robinson-Earl",22,"OKC","Big",785,18,"51.50%",5,"55%",95,"60%",24,"20%",35,"40%",24,"31%",44,"34%",34,"33%","2021-2022",2022
"1881","4","Isaiah Roby",24.7,"SAS","Big",372,15,"50.40%",13,"61%",41,"42%",35,"29%",33,"39%",0,"45%",22,"30%",35,"33%","2021-2022",2022
"1882","4","David Roddy",21.6,"MEM","Forward",1147,29,"50.80%",38,"64%",32,"36%",2,"0%",24,"33%",38,"35%",18,"30%",24,"32%","2021-2022",2022
"1883","4","Derrick Rose",34.1,"NYK","Point",332,15,"45.70%",11,"51%",54,"44%",11,"25%",22,"40%",0,"33%",14,"31%",14,"32%","2021-2022",2022
"1884","4","Terrence Ross",31.7,"PHX","Wing",379,41,"52.80%",27,"60%",93,"55%",95,"55%",98,"55%",61,"41%",15,"30%",36,"34%","2021-2022",2022
"1885","4","Terrence Ross",31.7,"ORL","Wing",939,50,"53.50%",33,"61%",78,"46%",84,"48%",83,"47%",78,"45%",60,"36%",62,"38%","2021-2022",2022
"1886","4","Terry Rozier",28.6,"CHA","Combo",2221,24,"48.70%",35,"58%",40,"40%",51,"43%",43,"41%",11,"30%",48,"35%",23,"33%","2021-2022",2022
"1887","4","Ricky Rubio",32,"CLE","Combo",556,1,"40.70%",1,"38%",79,"50%",18,"32%",60,"44%",14,"31%",4,"22%",5,"26%","2021-2022",2022
"1888","4","D'Angelo Russell",26.7,"LAL","Point",525,98,"58.80%",89,"69%",52,"44%",46,"42%",48,"43%",0,"67%",81,"39%",88,"41%","2021-2022",2022
"1889","4","D'Angelo Russell",26.7,"MIN","Point",1777,91,"56.90%",91,"70%",46,"44%",91,"51%",74,"47%",44,"34%",86,"40%",81,"39%","2021-2022",2022
"1890","4","Matt Ryan",25.5,"MIN","Forward",140,45,"53.10%",95,"80%",26,"33%",83,"50%",51,"40%",0,"40%",19,"30%",40,"34%","2021-2022",2022
"1891","4","Matt Ryan",25.5,"LAL","Forward",108,31,"51.30%",0,"0%",0,"0%",24,"25%",2,"18%",0,"56%",62,"37%",95,"43%","2021-2022",2022
"1892","4","Domantas Sabonis",26.5,"SAC","Big",2728,81,"63.20%",58,"71%",78,"51%",62,"45%",76,"49%",0,"20%",90,"40%",74,"38%","2021-2022",2022
"1893","4","Luka Samanic",22.8,"UTA","Forward",159,48,"53.60%",96,"83%",85,"50%",2,"0%",41,"38%",0,"25%",9,"27%",7,"27%","2021-2022",2022
"1894","4","Dario Saric",28.6,"PHX","Big",465,8,"48.40%",12,"61%",13,"29%",23,"14%",8,"27%",65,"40%",64,"37%",75,"38%","2021-2022",2022
"1895","4","Dario Saric",28.6,"OKC","Big",267,68,"60.80%",97,"83%",26,"35%",41,"33%",22,"35%",0,"57%",60,"37%",87,"40%","2021-2022",2022
"1896","4","Admiral Schofield",25.6,"ORL","Forward",407,33,"51.40%",67,"69%",96,"60%",2,"0%",96,"55%",17,"30%",8,"27%",9,"28%","2021-2022",2022
"1897","4","Dennis Schroder",29.1,"LAL","Point",1974,22,"47.10%",17,"54%",39,"43%",39,"41%",39,"42%",33,"32%",35,"33%",26,"33%","2021-2022",2022
"1898","4","Alperen Sengun",20.3,"HOU","Big",2166,46,"57.00%",38,"67%",53,"45%",38,"32%",54,"45%",0,"0%",65,"37%",57,"36%","2021-2022",2022
"1899","4","Collin Sexton",23.8,"UTA","Combo",1140,79,"55.70%",44,"59%",85,"51%",74,"48%",90,"50%",83,"46%",61,"37%",70,"39%","2021-2022",2022
"1900","4","Landry Shamet",25.6,"PHX","Combo",771,27,"49.10%",7,"48%",15,"29%",9,"25%",6,"27%",84,"47%",39,"34%",51,"37%","2021-2022",2022
"1901","4","Day'Ron Sharpe",21,"BKN","Big",450,27,"53.90%",12,"61%",11,"27%",0,"0%",9,"27%",0,"0%",0,"20%",0,"17%","2021-2022",2022
"1902","4","Shaedon Sharpe",19.4,"POR","Wing",1680,65,"55.40%",69,"67%",36,"37%",67,"42%",44,"40%",57,"40%",47,"35%",53,"37%","2021-2022",2022
"1903","4","Pascal Siakam",28.6,"TOR","Forward",2651,35,"51.80%",81,"72%",67,"44%",66,"41%",63,"43%",30,"34%",31,"33%",30,"33%","2021-2022",2022
"1904","4","Ben Simmons",26.3,"BKN","Point",1104,89,"56.90%",83,"69%",48,"44%",20,"33%",50,"44%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1905","4","Anfernee Simons",23.4,"POR","Combo",2167,72,"54.80%",65,"65%",56,"44%",58,"46%",63,"45%",50,"39%",65,"37%",62,"38%","2021-2022",2022
"1906","4","Jericho Sims",24,"NYK","Big",754,98,"76.50%",95,"81%",54,"45%",11,"0%",39,"42%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1907","4","Marcus Smart",28.7,"BOS","Point",1954,46,"51.30%",74,"65%",57,"44%",17,"30%",43,"42%",47,"34%",40,"34%",30,"34%","2021-2022",2022
"1908","4","Ish Smith",34.3,"DEN","Point",300,2,"40.80%",39,"58%",43,"43%",20,"33%",15,"36%",0,"33%",0,"25%",0,"29%","2021-2022",2022
"1909","4","Jalen Smith",22.6,"IND","Big",1265,25,"53.50%",71,"74%",25,"35%",36,"30%",20,"34%",17,"28%",21,"30%",18,"29%","2021-2022",2022
"1910","4","Dennis Smith Jr.",24.9,"CHA","Combo",1357,3,"44.40%",63,"64%",22,"35%",11,"27%",12,"31%",7,"27%",2,"21%",2,"22%","2021-2022",2022
"1911","4","Jabari Smith Jr.",19.5,"HOU","Big",2436,6,"47.50%",42,"69%",34,"40%",47,"37%",32,"39%",46,"35%",20,"30%",27,"30%","2021-2022",2022
"1912","4","Jeremy Sochan",19.5,"SAS","Forward",1436,15,"48.80%",29,"62%",53,"41%",48,"34%",50,"40%",0,"14%",21,"31%",5,"26%","2021-2022",2022
"1913","4","Lamar Stevens",25.3,"CLE","Forward",1055,32,"51.30%",27,"61%",40,"38%",61,"40%",44,"39%",6,"27%",100,"48%",27,"33%","2021-2022",2022
"1914","4","Isaiah Stewart",21.4,"DET","Big",1403,20,"51.90%",7,"57%",52,"45%",96,"75%",72,"49%",43,"34%",31,"32%",32,"33%","2021-2022",2022
"1915","4","Max Strus",26.6,"MIA","Wing",2238,50,"53.80%",56,"65%",75,"46%",20,"25%",71,"43%",80,"45%",23,"31%",42,"35%","2021-2022",2022
"1916","4","Jalen Suggs",21.4,"ORL","Combo",1236,30,"49.80%",45,"59%",21,"34%",60,"46%",26,"39%",61,"41%",31,"32%",25,"34%","2021-2022",2022
"1917","4","Edmond Sumner",26.8,"BKN","Combo",673,47,"51.80%",46,"60%",11,"29%",93,"64%",19,"35%",19,"32%",75,"39%",43,"35%","2021-2022",2022
"1918","4","Jae'Sean Tate",27,"HOU","Forward",676,30,"50.90%",20,"59%",72,"45%",40,"33%",69,"45%",39,"35%",3,"25%",10,"29%","2021-2022",2022
"1919","4","Jayson Tatum",24.7,"BOS","Forward",2730,56,"54.50%",73,"70%",54,"41%",56,"38%",54,"40%",87,"45%",40,"34%",44,"35%","2021-2022",2022
"1920","4","Terry Taylor",23.1,"IND","Big",174,10,"49.10%",25,"64%",13,"29%",11,"0%",4,"25%",0,"29%",0,"20%",9,"24%","2021-2022",2022
"1921","4","Dalen Terry",20.3,"CHI","Forward",146,3,"43.80%",31,"62%",96,"60%",83,"50%",97,"56%",0,"18%",0,"0%",0,"11%","2021-2022",2022
"1922","4","Daniel Theis",30.6,"IND","Big",108,16,"51.20%",18,"62%",95,"60%",11,"0%",77,"50%",0,"50%",0,"13%",0,"20%","2021-2022",2022
"1923","4","Cameron Thomas",21.1,"BKN","Wing",841,25,"49.90%",53,"64%",55,"42%",50,"39%",48,"41%",0,"50%",67,"38%",70,"39%","2021-2022",2022
"1924","4","Klay Thompson",32.7,"GSW","Wing",2277,69,"55.70%",59,"65%",58,"43%",71,"42%",64,"42%",59,"41%",87,"41%",85,"41%","2021-2022",2022
"1925","4","JT Thor",20.2,"CHA","Forward",910,12,"46.70%",5,"50%",72,"45%",83,"50%",77,"46%",46,"37%",0,"21%",18,"30%","2021-2022",2022
"1926","4","Matisse Thybulle",25.7,"POR","Wing",608,71,"55.80%",36,"62%",6,"23%",0,"0%",5,"23%",49,"40%",71,"38%",68,"39%","2021-2022",2022
"1927","4","Matisse Thybulle",25.7,"PHI","Wing",575,34,"51.30%",19,"57%",75,"46%",0,"0%",81,"46%",9,"31%",36,"33%",22,"32%","2021-2022",2022
"1928","4","Xavier Tillman",23.8,"MEM","Big",1103,72,"61.20%",59,"71%",77,"50%",24,"20%",75,"49%",0,"14%",0,"33%",0,"20%","2021-2022",2022
"1929","4","Obi Toppin",24.7,"NYK","Big",1016,39,"56.10%",57,"71%",3,"19%",87,"60%",3,"24%",48,"35%",59,"37%",56,"36%","2021-2022",2022
"1930","4","Juan Toscano-Anderson",29.6,"UTA","Forward",326,1,"42.50%",3,"46%",85,"50%",83,"50%",91,"50%",1,"19%",0,"20%",1,"19%","2021-2022",2022
"1931","4","Juan Toscano-Anderson",29.6,"LAL","Forward",343,69,"56.90%",93,"77%",5,"13%",98,"67%",11,"27%",0,"22%",0,"29%",2,"25%","2021-2022",2022
"1932","4","Karl-Anthony Towns",27,"MIN","Big",957,42,"56.50%",84,"77%",41,"42%",81,"51%",52,"44%",5,"19%",84,"39%",63,"37%","2021-2022",2022
"1933","4","Gary Trent Jr.",23.8,"TOR","Combo",2099,51,"52.30%",64,"64%",71,"48%",31,"39%",57,"43%",16,"31%",70,"39%",56,"37%","2021-2022",2022
"1934","4","PJ Tucker",37.5,"PHI","Big",1919,32,"55.10%",2,"47%",61,"47%",92,"67%",77,"50%",65,"40%",0,"25%",85,"40%","2021-2022",2022
"1935","4","Myles Turner",26.6,"IND","Big",1825,71,"61.20%",56,"71%",94,"58%",51,"39%",94,"55%",90,"46%",57,"36%",70,"37%","2021-2022",2022
"1936","4","Jonas Valanciunas",30.5,"NOP","Big",1966,45,"56.90%",44,"69%",70,"49%",45,"35%",62,"47%",0,"20%",50,"36%",46,"35%","2021-2022",2022
"1937","4","Fred VanVleet",28.7,"TOR","Point",2532,33,"49.30%",24,"55%",9,"36%",70,"45%",24,"40%",69,"42%",42,"34%",40,"35%","2021-2022",2022
"1938","4","Jarred Vanderbilt",23.6,"LAL","Big",624,41,"56.40%",18,"62%",44,"43%",96,"100%",63,"47%",35,"33%",0,"0%",25,"30%","2021-2022",2022
"1939","4","Jarred Vanderbilt",23.6,"UTA","Big",1249,56,"58.30%",64,"72%",28,"36%",92,"67%",27,"37%",57,"37%",0,"0%",42,"34%","2021-2022",2022
"1940","4","Devin Vassell",22.2,"SAS","Wing",1179,46,"53.20%",35,"61%",26,"35%",82,"47%",65,"42%",91,"49%",68,"38%",72,"40%","2021-2022",2022
"1941","4","Gabe Vincent",26.4,"MIA","Combo",1742,38,"50.70%",13,"53%",73,"48%",90,"55%",91,"50%",37,"37%",30,"32%",26,"34%","2021-2022",2022
"1942","4","Noah Vonleh",27.2,"BOS","Big",120,23,"52.80%",16,"62%",0,"0%",0,"0%",0,"0%",0,"50%",0,"0%",0,"50%","2021-2022",2022
"1943","4","Nikola Vucevic",32,"CHI","Big",2743,50,"57.30%",54,"70%",91,"55%",63,"46%",86,"53%",87,"46%",40,"33%",48,"35%","2021-2022",2022
"1944","4","Dean Wade",25.9,"CLE","Forward",850,52,"54.00%",90,"76%",4,"8%",24,"25%",1,"13%",51,"39%",29,"33%",49,"36%","2021-2022",2022
"1945","4","Franz Wagner",21.2,"ORL","Wing",2608,58,"54.70%",67,"66%",47,"41%",72,"42%",49,"41%",67,"42%",54,"36%",51,"37%","2021-2022",2022
"1946","4","Moritz Wagner",25.5,"ORL","Big",1091,34,"55.60%",47,"70%",13,"29%",65,"50%",17,"32%",13,"26%",29,"31%",25,"30%","2021-2022",2022
"1947","4","Ishmail Wainright",28.1,"PHX","Forward",815,24,"50.00%",23,"60%",18,"31%",2,"0%",13,"29%",23,"31%",52,"36%",31,"33%","2021-2022",2022
"1948","4","Jabari Walker",20.3,"POR","Big",489,2,"42.20%",5,"55%",16,"29%",65,"50%",21,"34%",0,"8%",6,"24%",3,"19%","2021-2022",2022
"1949","4","Kemba Walker",32.5,"DAL","Combo",122,18,"48.00%",53,"62%",98,"60%",92,"60%",98,"60%",0,"0%",5,"24%",1,"22%","2021-2022",2022
"1950","4","Lonnie Walker",23.9,"LAL","Wing",1266,47,"53.30%",55,"64%",38,"38%",63,"40%",41,"39%",48,"39%",49,"35%",47,"36%","2021-2022",2022
"1951","4","John Wall",32.2,"LAC","Point",753,17,"45.90%",48,"60%",33,"42%",15,"30%",13,"36%",0,"23%",19,"32%",12,"30%","2021-2022",2022
"1952","4","TJ Warren",29.2,"PHX","Big",178,7,"47.80%",1,"46%",32,"39%",90,"62%",65,"47%",0,"40%",0,"25%",35,"33%","2021-2022",2022
"1953","4","TJ Warren",29.2,"BKN","Forward",468,58,"55.00%",94,"78%",74,"46%",96,"55%",89,"49%",4,"24%",78,"40%",38,"34%","2021-2022",2022
"1954","4","Duane Washington",22.6,"PHX","Point",349,13,"45.00%",4,"46%",20,"38%",13,"28%",11,"34%",53,"37%",67,"37%",58,"37%","2021-2022",2022
"1955","4","PJ Washington",24.2,"CHA","Big",2376,21,"52.10%",35,"66%",47,"44%",39,"32%",38,"41%",52,"36%",45,"35%",49,"35%","2021-2022",2022
"1956","4","TyTy Washington Jr.",21,"HOU","Combo",387,2,"40.90%",16,"54%",53,"43%",30,"38%",49,"42%",4,"25%",7,"25%",4,"25%","2021-2022",2022
"1957","4","Yuta Watanabe",28.1,"BKN","Forward",872,99,"63.50%",69,"69%",39,"38%",40,"33%",34,"36%",99,"52%",66,"38%",100,"46%","2021-2022",2022
"1958","4","Lindy Waters",25.3,"OKC","Forward",489,88,"59.10%",84,"73%",98,"67%",99,"100%",99,"80%",94,"50%",48,"35%",65,"38%","2021-2022",2022
"1959","4","Trendon Watford",22,"POR","Big",1113,67,"60.80%",32,"66%",89,"55%",65,"50%",91,"54%",0,"29%",97,"43%",92,"41%","2021-2022",2022
"1960","4","Peyton Watson",20.1,"DEN","Forward",143,8,"45.90%",11,"52%",47,"40%",2,"0%",24,"33%",0,"25%",0,"25%",0,"25%","2021-2022",2022
"1961","4","Blake Wesley",19.6,"SAS","Combo",608,0,"38.10%",3,"45%",1,"18%",6,"18%",0,"18%",0,"50%",60,"36%",81,"40%","2021-2022",2022
"1962","4","Russell Westbrook",34,"LAL","Combo",1487,11,"45.90%",33,"58%",13,"29%",26,"36%",13,"32%",9,"27%",19,"30%",8,"29%","2021-2022",2022
"1963","4","Russell Westbrook",34,"LAC","Point",633,70,"53.60%",54,"61%",93,"52%",26,"36%",61,"46%",6,"23%",98,"45%",47,"36%","2021-2022",2022
"1964","4","Coby White",22.7,"CHI","Combo",1674,81,"55.80%",61,"63%",49,"42%",45,"42%",53,"42%",47,"39%",67,"38%",68,"38%","2021-2022",2022
"1965","4","Derrick White",28.3,"BOS","Combo",2289,80,"55.70%",69,"66%",64,"46%",42,"41%",65,"45%",57,"40%",64,"37%",64,"38%","2021-2022",2022
"1966","4","Aaron Wiggins",23.8,"OKC","Forward",1245,67,"56.50%",53,"67%",16,"30%",40,"33%",17,"30%",18,"31%",99,"46%",63,"38%","2021-2022",2022
"1967","4","Andrew Wiggins",27.7,"GSW","Forward",1188,64,"55.70%",82,"72%",62,"43%",71,"44%",65,"43%",40,"36%",80,"41%",76,"40%","2021-2022",2022
"1968","4","Grant Williams",23.9,"BOS","Big",1990,51,"57.50%",19,"62%",67,"48%",28,"25%",61,"46%",76,"43%",72,"38%",86,"40%","2021-2022",2022
"1969","4","Jalen Williams",21.5,"OKC","Wing",2259,81,"57.60%",80,"70%",57,"43%",32,"31%",47,"40%",17,"34%",73,"39%",59,"38%","2021-2022",2022
"1970","4","Jaylin Williams",20.3,"OKC","Big",874,27,"53.80%",15,"61%",17,"30%",82,"52%",26,"37%",100,"53%",80,"39%",90,"41%","2021-2022",2022
"1971","4","Jeenathan Williams",23.7,"POR","Wing",119,97,"63.50%",89,"73%",0,"0%",7,"0%",0,"0%",0,"40%",0,"33%",0,"38%","2021-2022",2022
"1972","4","Kenrich Williams",27.9,"OKC","Big",1198,61,"59.50%",48,"70%",38,"42%",86,"58%",70,"48%",79,"44%",43,"34%",73,"38%","2021-2022",2022
"1973","4","Mark Williams",20.9,"CHA","Big",802,84,"64.30%",55,"70%",45,"43%",92,"67%",60,"46%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1974","4","Patrick Williams",21.2,"CHI","Big",2267,31,"54.80%",15,"61%",22,"33%",58,"44%",31,"38%",92,"46%",74,"38%",93,"41%","2021-2022",2022
"1975","4","Robert Williams",25,"BOS","Big",820,98,"74.60%",98,"88%",29,"37%",24,"20%",23,"35%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1976","4","Ziaire Williams",21.1,"MEM","Wing",496,35,"51.50%",92,"74%",63,"44%",97,"58%",84,"49%",2,"25%",8,"28%",7,"27%","2021-2022",2022
"1977","4","Zion Williamson",22.3,"NOP","Big",955,73,"61.80%",44,"69%",33,"40%",24,"20%",33,"39%",0,"100%",48,"35%",79,"39%","2021-2022",2022
"1978","4","Justise Winslow",26.6,"POR","Forward",764,5,"44.90%",15,"55%",13,"29%",40,"33%",14,"29%",15,"30%",34,"33%",22,"32%","2021-2022",2022
"1979","4","James Wiseman",21.6,"GSW","Big",223,82,"63.60%",77,"75%",71,"50%",52,"40%",72,"49%",0,"0%",0,"50%",0,"50%","2021-2022",2022
"1980","4","James Wiseman",21.6,"DET","Big",603,28,"54.10%",50,"70%",51,"45%",38,"31%",43,"43%",0,"0%",0,"18%",1,"17%","2021-2022",2022
"1981","4","Christian Wood",27.1,"DAL","Big",1715,57,"58.80%",38,"68%",88,"54%",45,"35%",73,"49%",33,"33%",86,"40%",77,"39%","2021-2022",2022
"1982","4","Delon Wright",30.5,"WAS","Combo",1217,70,"54.80%",98,"75%",34,"39%",88,"54%",42,"41%",33,"35%",54,"35%",44,"35%","2021-2022",2022
"1983","4","McKinley Wright",24,"DAL","Combo",303,54,"52.90%",74,"67%",60,"45%",9,"25%",40,"41%",0,"33%",84,"41%",74,"39%","2021-2022",2022
"1984","4","Thaddeus Young",34.4,"TOR","Big",781,38,"56.00%",81,"76%",65,"48%",65,"50%",68,"48%",6,"21%",0,"11%",2,"18%","2021-2022",2022
"1985","4","Trae Young",24.1,"ATL","Point",2540,26,"48.80%",20,"54%",61,"47%",43,"41%",59,"45%",25,"28%",47,"34%",33,"34%","2021-2022",2022
"1986","4","Cody Zeller",30.1,"MIA","Big",216,76,"62.70%",72,"74%",71,"50%",41,"33%",66,"47%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1987","4","Ivica Zubac",25.6,"LAC","Big",2168,83,"63.70%",41,"68%",83,"53%",65,"50%",87,"53%",0,"0%",0,"0%",0,"0%","2021-2022",2022
"1988","5","Precious Achiuwa",23.1,"TOR","Big",1113,22,"52.40%",62,"72%",21,"32%",27,"22%",16,"32%",11,"26%",26,"30%",17,"28%","2022-2023",2023
"1989","5","Steven Adams",29.3,"MEM","Big",1132,62,"59.70%",21,"63%",78,"51%",11,"0%",77,"50%",0,"0%",0,"0%",0,"0%","2022-2023",2023
"1990","5","Bam Adebayo",25.3,"MIA","Big",2594,28,"54.30%",39,"68%",64,"47%",61,"45%",65,"47%",0,"0%",0,"11%",0,"11%","2022-2023",2023
"1991","5","Ochai Agbaji",22.5,"UTA","Combo",1159,67,"54.40%",22,"56%",79,"50%",56,"44%",85,"49%",89,"48%",14,"29%",55,"37%","2022-2023",2023
"1992","5","Santi Aldama",21.8,"MEM","Big",1625,42,"56.50%",40,"68%",48,"44%",50,"38%",48,"44%",56,"36%",51,"36%",58,"36%","2022-2023",2023
"1993","5","Nickeil Alexander-Walker",24.2,"MIN","Wing",353,27,"50.40%",10,"52%",37,"38%",28,"30%",23,"35%",70,"42%",40,"34%",54,"37%","2022-2023",2023
"1994","5","Nickeil Alexander-Walker",24.2,"UTA","Combo",486,93,"59.20%",85,"70%",45,"41%",91,"57%",72,"46%",31,"35%",92,"44%",85,"41%","2022-2023",2023
"1995","5","Grayson Allen",27.1,"MIL","Wing",1968,79,"57.30%",45,"63%",24,"34%",7,"0%",13,"32%",85,"47%",69,"38%",73,"40%","2022-2023",2023
"1996","5","Jarrett Allen",24.5,"CLE","Big",2212,85,"64.70%",79,"75%",68,"49%",39,"32%",62,"46%",0,"0%",0,"33%",0,"10%","2022-2023",2023
"1997","5","Jose Alvarado",24.6,"NOP","Point",1285,35,"50.00%",65,"64%",11,"36%",7,"8%",7,"33%",61,"39%",23,"32%",35,"34%","2022-2023",2023
"1998","5","Kyle Anderson",29.1,"MIN","Forward",1954,59,"55.10%",24,"60%",92,"52%",20,"23%",90,"49%",85,"44%",66,"38%",84,"41%","2022-2023",2023
"1999","5","Giannis Antetokounmpo",27.9,"MIL","Big",2021,47,"57.20%",76,"75%",12,"28%",47,"37%",18,"32%",0,"20%",15,"28%",16,"28%","2022-2023",2023
"2000","5","Thanasis Antetokounmpo",30.3,"MIL","Big",113,1,"40.60%",4,"53%",71,"50%",11,"0%",43,"43%",0,"0%",0,"0%",0,"0%","2022-2023",2023
"2001","5","Cole Anthony",22.5,"ORL","Point",1524,52,"51.80%",50,"60%",70,"47%",63,"44%",67,"46%",53,"37%",58,"37%",51,"37%","2022-2023",2023
"2002","5","OG Anunoby",25.3,"TOR","Wing",2385,67,"55.70%",61,"65%",32,"37%",76,"44%",38,"39%",79,"45%",39,"34%",67,"39%","2022-2023",2023
"2003","5","Ryan Arcidiacono",28.6,"POR","Point",127,0,"34.50%",0,"0%",0,"14%",0,"0%",0,"9%",0,"0%",49,"35%",42,"35%","2022-2023",2023
"2004","5","Deni Avdija",21.8,"WAS","Forward",1998,22,"49.40%",53,"67%",22,"32%",23,"24%",20,"31%",34,"34%",10,"29%",17,"30%","2022-2023",2023
"2005","5","Deandre Ayton",24.3,"PHX","Big",2033,59,"59.30%",91,"79%",67,"48%",65,"48%",70,"48%",0,"0%",17,"29%",19,"29%","2022-2023",2023
"2006","5","Udoka Azubuike",23.1,"UTA","Big",309,99,"83.60%",99,"93%",84,"53%",0,"0%",89,"53%",0,"0%",0,"0%",0,"0%","2022-2023",2023
"2007","5","Marvin Bagley",23.6,"DET","Big",978,35,"55.70%",63,"72%",63,"47%",52,"40%",61,"46%",29,"32%",16,"29%",23,"30%","2022-2023",2023
